Image dimensions: 28 x 28
Loaded 10000 images
Model created with 2 layers
Layer 0: 784 inputs, 8 neurons
Image 8615: Predicted digit = 0, Confidence = 0.2679
Image 8616: Predicted digit = 0, Confidence = 0.9995
Image 8617: Predicted digit = 0, Confidence = 0.6221
Image 8618: Predicted digit = 0, Confidence = 1.0000
Image 8619: Predicted digit = 0, Confidence = 0.9988
Image 8620: Predicted digit = 0, Confidence = 0.9966
Image 8621: Predicted digit = 0, Confidence = 1.0000
Image 8622: Predicted digit = 0, Confidence = 1.0000
Image 8623: Predicted digit = 0, Confidence = 0.9360
Image 8624: Predicted digit = 0, Confidence = 1.0000
Image 8625: Predicted digit = 0, Confidence = 1.0000
Image 8626: Predicted digit = 0, Confidence = 1.0000
Image 8627: Predicted digit = 0, Confidence = 1.0000
Image 8628: Predicted digit = 0, Confidence = 1.0000
Image 8629: Predicted digit = 0, Confidence = 0.9992
Image 8630: Predicted digit = 0, Confidence = 1.0000
Image 8631: Predicted digit = 0, Confidence = 0.6721
Image 8632: Predicted digit = 0, Confidence = 0.9998
Image 8633: Predicted digit = 0, Confidence = 1.0000
Image 8634: Predicted digit = 0, Confidence = 0.9997
Image 8635: Predicted digit = 0, Confidence = 0.9998
Image 8636: Predicted digit = 0, Confidence = 1.0000
Image 8637: Predicted digit = 0, Confidence = 0.9961
Image 8638: Predicted digit = 0, Confidence = 0.7309
Image 8639: Predicted digit = 7, Confidence = 0.1169
Image 8640: Predicted digit = 0, Confidence = 0.3940
Image 8641: Predicted digit = 0, Confidence = 0.1778
Image 8642: Predicted digit = 0, Confidence = 0.8336
Image 8643: Predicted digit = 0, Confidence = 0.9999
Image 8644: Predicted digit = 0, Confidence = 1.0000
Image 8645: Predicted digit = 0, Confidence = 1.0000
Image 8646: Predicted digit = 0, Confidence = 0.9989
Image 8647: Predicted digit = 0, Confidence = 1.0000
Image 8648: Predicted digit = 0, Confidence = 0.9918
Image 8649: Predicted digit = 0, Confidence = 1.0000
Image 8650: Predicted digit = 0, Confidence = 0.9912
Image 8651: Predicted digit = 6, Confidence = 0.1461
Image 8652: Predicted digit = 0, Confidence = 0.9976
Image 8653: Predicted digit = 0, Confidence = 1.0000
Image 8654: Predicted digit = 0, Confidence = 0.4161
Image 8655: Predicted digit = 0, Confidence = 1.0000
Image 8656: Predicted digit = 0, Confidence = 0.9984
Image 8657: Predicted digit = 0, Confidence = 1.0000
Image 8658: Predicted digit = 0, Confidence = 0.9994
Image 8659: Predicted digit = 0, Confidence = 1.0000
Image 8660: Predicted digit = 0, Confidence = 1.0000
Image 8661: Predicted digit = 0, Confidence = 1.0000
Image 8662: Predicted digit = 0, Confidence = 0.9752
Image 8663: Predicted digit = 0, Confidence = 0.9990
Image 8664: Predicted digit = 0, Confidence = 0.9585
Image 8665: Predicted digit = 0, Confidence = 0.9979
Image 8666: Predicted digit = 0, Confidence = 0.9999
Image 8667: Predicted digit = 0, Confidence = 1.0000
Image 8668: Predicted digit = 0, Confidence = 0.9740
Image 8669: Predicted digit = 0, Confidence = 1.0000
Image 8670: Predicted digit = 6, Confidence = 0.1211
Image 8671: Predicted digit = 0, Confidence = 1.0000
Image 8672: Predicted digit = 0, Confidence = 0.9996
Image 8673: Predicted digit = 0, Confidence = 0.9999
Image 8674: Predicted digit = 0, Confidence = 1.0000
Image 8675: Predicted digit = 0, Confidence = 0.9940
Image 8676: Predicted digit = 0, Confidence = 0.9884
Image 8677: Predicted digit = 0, Confidence = 1.0000
Image 8678: Predicted digit = 0, Confidence = 1.0000
Image 8679: Predicted digit = 0, Confidence = 1.0000
Image 8680: Predicted digit = 0, Confidence = 0.9999
Image 8681: Predicted digit = 0, Confidence = 0.9999
Image 8682: Predicted digit = 0, Confidence = 0.9992
Image 8683: Predicted digit = 0, Confidence = 1.0000
Image 8684: Predicted digit = 0, Confidence = 0.9897
Image 8685: Predicted digit = 0, Confidence = 1.0000
Image 8686: Predicted digit = 0, Confidence = 0.9999
Image 8687: Predicted digit = 0, Confidence = 1.0000
Image 8688: Predicted digit = 0, Confidence = 0.9950
Image 8689: Predicted digit = 0, Confidence = 1.0000
Image 8690: Predicted digit = 0, Confidence = 0.9949
Image 8691: Predicted digit = 0, Confidence = 1.0000
Image 8692: Predicted digit = 0, Confidence = 0.9997
Image 8693: Predicted digit = 0, Confidence = 0.9999
Image 8694: Predicted digit = 0, Confidence = 0.9816
Image 8695: Predicted digit = 0, Confidence = 0.9994
Image 8696: Predicted digit = 0, Confidence = 0.9882
Image 8697: Predicted digit = 0, Confidence = 1.0000
Image 8698: Predicted digit = 0, Confidence = 1.0000
Image 8699: Predicted digit = 0, Confidence = 1.0000
Image 8700: Predicted digit = 0, Confidence = 0.9998
Image 8701: Predicted digit = 0, Confidence = 0.9755
Image 8702: Predicted digit = 0, Confidence = 0.9996
Image 8703: Predicted digit = 0, Confidence = 0.9956
Image 8704: Predicted digit = 0, Confidence = 0.9992
Image 8705: Predicted digit = 0, Confidence = 0.9521
Image 8706: Predicted digit = 0, Confidence = 0.9965
Image 8707: Predicted digit = 0, Confidence = 1.0000
Image 8708: Predicted digit = 0, Confidence = 0.9996
Image 8709: Predicted digit = 0, Confidence = 0.9906
Image 8710: Predicted digit = 0, Confidence = 0.9582
Image 8711: Predicted digit = 0, Confidence = 0.9987
Image 8712: Predicted digit = 0, Confidence = 0.9988
Image 8713: Predicted digit = 0, Confidence = 1.0000
Image 8714: Predicted digit = 0, Confidence = 1.0000
Image 8715: Predicted digit = 0, Confidence = 0.9996
Image 8716: Predicted digit = 0, Confidence = 1.0000
Image 8717: Predicted digit = 0, Confidence = 0.8906
Image 8718: Predicted digit = 0, Confidence = 0.9990
Image 8719: Predicted digit = 0, Confidence = 1.0000
Image 8720: Predicted digit = 0, Confidence = 0.9994
Image 8721: Predicted digit = 0, Confidence = 1.0000
Image 8722: Predicted digit = 0, Confidence = 1.0000
Image 8723: Predicted digit = 0, Confidence = 1.0000
Image 8724: Predicted digit = 0, Confidence = 0.9997
Image 8725: Predicted digit = 0, Confidence = 0.9993
Image 8726: Predicted digit = 0, Confidence = 1.0000
Image 8727: Predicted digit = 0, Confidence = 0.9937
Image 8728: Predicted digit = 0, Confidence = 0.9946
Image 8729: Predicted digit = 0, Confidence = 0.9992
Image 8730: Predicted digit = 0, Confidence = 0.9999
Image 8731: Predicted digit = 0, Confidence = 0.9997
Image 8732: Predicted digit = 0, Confidence = 0.9999
Image 8733: Predicted digit = 0, Confidence = 0.8534
Image 8734: Predicted digit = 0, Confidence = 0.6513
Image 8735: Predicted digit = 0, Confidence = 1.0000
Image 8736: Predicted digit = 0, Confidence = 1.0000
Image 8737: Predicted digit = 0, Confidence = 0.9514
Image 8738: Predicted digit = 0, Confidence = 0.9998
Image 8739: Predicted digit = 0, Confidence = 1.0000
Image 8740: Predicted digit = 0, Confidence = 0.9995
Image 8741: Predicted digit = 0, Confidence = 0.8911
Image 8742: Predicted digit = 0, Confidence = 1.0000
Image 8743: Predicted digit = 0, Confidence = 0.9970
Image 8744: Predicted digit = 0, Confidence = 0.9994
Image 8745: Predicted digit = 0, Confidence = 0.9991
Image 8746: Predicted digit = 0, Confidence = 1.0000
Image 8747: Predicted digit = 0, Confidence = 0.8021
Image 8748: Predicted digit = 0, Confidence = 1.0000
Image 8749: Predicted digit = 0, Confidence = 1.0000
Image 8750: Predicted digit = 0, Confidence = 0.9998
Image 8751: Predicted digit = 0, Confidence = 0.9983
Image 8752: Predicted digit = 0, Confidence = 1.0000
Image 8753: Predicted digit = 0, Confidence = 1.0000
Image 8754: Predicted digit = 0, Confidence = 0.9988
Image 8755: Predicted digit = 0, Confidence = 1.0000
Image 8756: Predicted digit = 0, Confidence = 1.0000
Image 8757: Predicted digit = 0, Confidence = 1.0000
Image 8758: Predicted digit = 0, Confidence = 0.9982
Image 8759: Predicted digit = 0, Confidence = 1.0000
Image 8760: Predicted digit = 0, Confidence = 0.9992
Image 8761: Predicted digit = 0, Confidence = 0.9961
Image 8762: Predicted digit = 0, Confidence = 0.9999
Image 8763: Predicted digit = 0, Confidence = 0.9691
Image 8764: Predicted digit = 0, Confidence = 0.9985
Image 8765: Predicted digit = 0, Confidence = 0.9999
Image 8766: Predicted digit = 0, Confidence = 1.0000
Image 8767: Predicted digit = 0, Confidence = 1.0000
Image 8768: Predicted digit = 0, Confidence = 0.9964
Image 8769: Predicted digit = 0, Confidence = 0.9998
Image 8770: Predicted digit = 0, Confidence = 0.9960
Image 8771: Predicted digit = 0, Confidence = 0.9998
Image 8772: Predicted digit = 0, Confidence = 1.0000
Image 8773: Predicted digit = 0, Confidence = 0.9993
Image 8774: Predicted digit = 0, Confidence = 0.9919
Image 8775: Predicted digit = 0, Confidence = 0.8867
Image 8776: Predicted digit = 0, Confidence = 0.9995
Image 8777: Predicted digit = 0, Confidence = 0.9933
Image 8778: Predicted digit = 0, Confidence = 1.0000
Image 8779: Predicted digit = 0, Confidence = 1.0000
Image 8780: Predicted digit = 0, Confidence = 0.9954
Image 8781: Predicted digit = 0, Confidence = 0.9999
Image 8782: Predicted digit = 0, Confidence = 0.9451
Image 8783: Predicted digit = 0, Confidence = 1.0000
Image 8784: Predicted digit = 0, Confidence = 0.9998
Image 8785: Predicted digit = 0, Confidence = 1.0000
Image 8786: Predicted digit = 0, Confidence = 0.9999
Image 8787: Predicted digit = 0, Confidence = 1.0000
Image 8788: Predicted digit = 0, Confidence = 0.9858
Image 8789: Predicted digit = 0, Confidence = 1.0000
Image 8790: Predicted digit = 0, Confidence = 0.9997
Image 8791: Predicted digit = 0, Confidence = 0.9446
Image 8792: Predicted digit = 0, Confidence = 0.9989
Image 8793: Predicted digit = 0, Confidence = 0.9985
Image 8794: Predicted digit = 0, Confidence = 1.0000
Image 8795: Predicted digit = 0, Confidence = 0.7307
Image 8796: Predicted digit = 0, Confidence = 0.9948
Image 8797: Predicted digit = 0, Confidence = 0.9409
Image 8798: Predicted digit = 0, Confidence = 1.0000
Image 8799: Predicted digit = 0, Confidence = 0.9997
Image 8800: Predicted digit = 0, Confidence = 1.0000
Image 8801: Predicted digit = 0, Confidence = 1.0000
Image 8802: Predicted digit = 0, Confidence = 0.9788
Image 8803: Predicted digit = 0, Confidence = 0.9447
Image 8804: Predicted digit = 0, Confidence = 1.0000
Image 8805: Predicted digit = 0, Confidence = 1.0000
Image 8806: Predicted digit = 0, Confidence = 1.0000
Image 8807: Predicted digit = 0, Confidence = 0.4092
Image 8808: Predicted digit = 0, Confidence = 0.9998
Image 8809: Predicted digit = 0, Confidence = 0.9982
Image 8810: Predicted digit = 0, Confidence = 0.9992
Image 8811: Predicted digit = 0, Confidence = 0.9999
Image 8812: Predicted digit = 0, Confidence = 0.9970
Image 8813: Predicted digit = 2, Confidence = 0.1001
Image 8814: Predicted digit = 0, Confidence = 0.9992
Image 8815: Predicted digit = 0, Confidence = 0.9567
Image 8816: Predicted digit = 0, Confidence = 0.9988
Image 8817: Predicted digit = 0, Confidence = 0.8681
Image 8818: Predicted digit = 0, Confidence = 0.9038
Image 8819: Predicted digit = 0, Confidence = 0.9915
Image 8820: Predicted digit = 0, Confidence = 0.9931
Image 8821: Predicted digit = 0, Confidence = 1.0000
Image 8822: Predicted digit = 0, Confidence = 0.8846
Image 8823: Predicted digit = 0, Confidence = 0.9999
Image 8824: Predicted digit = 0, Confidence = 1.0000
Image 8825: Predicted digit = 0, Confidence = 1.0000
Image 8826: Predicted digit = 0, Confidence = 0.9982
Image 8827: Predicted digit = 0, Confidence = 0.9836
Image 8828: Predicted digit = 0, Confidence = 0.9982
Image 8829: Predicted digit = 0, Confidence = 0.9999
Image 8830: Predicted digit = 0, Confidence = 1.0000
Image 8831: Predicted digit = 0, Confidence = 0.9998
Image 8832: Predicted digit = 0, Confidence = 0.9892
Image 8833: Predicted digit = 0, Confidence = 1.0000
Image 8834: Predicted digit = 0, Confidence = 0.8438
Image 8835: Predicted digit = 0, Confidence = 0.9852
Image 8836: Predicted digit = 0, Confidence = 0.9960
Image 8837: Predicted digit = 0, Confidence = 0.9265
Image 8838: Predicted digit = 0, Confidence = 1.0000
Image 8839: Predicted digit = 0, Confidence = 1.0000
Image 8840: Predicted digit = 0, Confidence = 0.9930
Image 8841: Predicted digit = 0, Confidence = 0.1711
Image 8842: Predicted digit = 0, Confidence = 1.0000
Image 8843: Predicted digit = 0, Confidence = 0.9990
Image 8844: Predicted digit = 0, Confidence = 0.9995
Image 8845: Predicted digit = 0, Confidence = 0.9995
Image 8846: Predicted digit = 0, Confidence = 1.0000
Image 8847: Predicted digit = 0, Confidence = 0.4602
Image 8848: Predicted digit = 0, Confidence = 1.0000
Image 8849: Predicted digit = 0, Confidence = 0.9732
Image 8850: Predicted digit = 0, Confidence = 0.9998
Image 8851: Predicted digit = 0, Confidence = 0.7252
Image 8852: Predicted digit = 0, Confidence = 1.0000
Image 8853: Predicted digit = 0, Confidence = 0.9833
Image 8854: Predicted digit = 0, Confidence = 1.0000
Image 8855: Predicted digit = 0, Confidence = 0.8978
Image 8856: Predicted digit = 0, Confidence = 1.0000
Image 8857: Predicted digit = 0, Confidence = 0.9987
Image 8858: Predicted digit = 0, Confidence = 1.0000
Image 8859: Predicted digit = 0, Confidence = 0.9914
Image 8860: Predicted digit = 0, Confidence = 1.0000
Image 8861: Predicted digit = 0, Confidence = 0.8235
Image 8862: Predicted digit = 0, Confidence = 0.9998
Image 8863: Predicted digit = 0, Confidence = 0.9947
Image 8864: Predicted digit = 0, Confidence = 1.0000
Image 8865: Predicted digit = 0, Confidence = 0.9957
Image 8866: Predicted digit = 0, Confidence = 1.0000
Image 8867: Predicted digit = 0, Confidence = 1.0000
Image 8868: Predicted digit = 0, Confidence = 1.0000
Image 8869: Predicted digit = 0, Confidence = 1.0000
Image 8870: Predicted digit = 0, Confidence = 0.9999
Image 8871: Predicted digit = 0, Confidence = 0.2292
Image 8872: Predicted digit = 0, Confidence = 0.9979
Image 8873: Predicted digit = 0, Confidence = 0.9991
Image 8874: Predicted digit = 0, Confidence = 0.1763
Image 8875: Predicted digit = 0, Confidence = 0.9983
Image 8876: Predicted digit = 0, Confidence = 1.0000
Image 8877: Predicted digit = 0, Confidence = 0.9977
Image 8878: Predicted digit = 0, Confidence = 0.1503
Image 8879: Predicted digit = 0, Confidence = 0.9892
Image 8880: Predicted digit = 0, Confidence = 1.0000
Image 8881: Predicted digit = 0, Confidence = 0.7124
Image 8882: Predicted digit = 0, Confidence = 0.9990
Image 8883: Predicted digit = 0, Confidence = 1.0000
Image 8884: Predicted digit = 0, Confidence = 1.0000
Image 8885: Predicted digit = 0, Confidence = 1.0000
Image 8886: Predicted digit = 0, Confidence = 0.9972
Image 8887: Predicted digit = 0, Confidence = 0.9854
Image 8888: Predicted digit = 0, Confidence = 0.9999
Image 8889: Predicted digit = 0, Confidence = 0.9999
Image 8890: Predicted digit = 0, Confidence = 1.0000
Image 8891: Predicted digit = 0, Confidence = 0.9999
Image 8892: Predicted digit = 0, Confidence = 0.9996
Image 8893: Predicted digit = 0, Confidence = 0.9712
Image 8894: Predicted digit = 0, Confidence = 0.9972
Image 8895: Predicted digit = 0, Confidence = 0.9978
Image 8896: Predicted digit = 0, Confidence = 1.0000
Image 8897: Predicted digit = 0, Confidence = 1.0000
Image 8898: Predicted digit = 0, Confidence = 0.9920
Image 8899: Predicted digit = 0, Confidence = 0.2744
Image 8900: Predicted digit = 0, Confidence = 0.8881
Image 8901: Predicted digit = 0, Confidence = 0.9999
Image 8902: Predicted digit = 0, Confidence = 0.9999
Image 8903: Predicted digit = 0, Confidence = 1.0000
Image 8904: Predicted digit = 0, Confidence = 1.0000
Image 8905: Predicted digit = 0, Confidence = 0.9999
Image 8906: Predicted digit = 0, Confidence = 0.9992
Image 8907: Predicted digit = 0, Confidence = 0.9683
Image 8908: Predicted digit = 0, Confidence = 0.9999
Image 8909: Predicted digit = 0, Confidence = 0.9248
Image 8910: Predicted digit = 0, Confidence = 1.0000
Image 8911: Predicted digit = 0, Confidence = 0.9999
Image 8912: Predicted digit = 0, Confidence = 0.9990
Image 8913: Predicted digit = 0, Confidence = 0.9994
Image 8914: Predicted digit = 0, Confidence = 0.9933
Image 8915: Predicted digit = 0, Confidence = 0.9935
Image 8916: Predicted digit = 0, Confidence = 0.7773
Image 8917: Predicted digit = 0, Confidence = 0.9974
Image 8918: Predicted digit = 0, Confidence = 1.0000
Image 8919: Predicted digit = 0, Confidence = 1.0000
Image 8920: Predicted digit = 0, Confidence = 0.9831
Image 8921: Predicted digit = 0, Confidence = 0.9997
Image 8922: Predicted digit = 0, Confidence = 0.9337
Image 8923: Predicted digit = 0, Confidence = 0.8590
Image 8924: Predicted digit = 0, Confidence = 0.4989
Image 8925: Predicted digit = 0, Confidence = 0.9993
Image 8926: Predicted digit = 0, Confidence = 1.0000
Image 8927: Predicted digit = 0, Confidence = 0.9997
Image 8928: Predicted digit = 0, Confidence = 0.2498
Image 8929: Predicted digit = 0, Confidence = 1.0000
Image 8930: Predicted digit = 0, Confidence = 0.9987
Image 8931: Predicted digit = 0, Confidence = 1.0000
Image 8932: Predicted digit = 0, Confidence = 0.9908
Image 8933: Predicted digit = 0, Confidence = 0.7442
Image 8934: Predicted digit = 0, Confidence = 0.9998
Image 8935: Predicted digit = 0, Confidence = 0.9767
Image 8936: Predicted digit = 0, Confidence = 1.0000
Image 8937: Predicted digit = 0, Confidence = 1.0000
Image 8938: Predicted digit = 0, Confidence = 0.9947
Image 8939: Predicted digit = 0, Confidence = 0.7962
Image 8940: Predicted digit = 0, Confidence = 0.9733
Image 8941: Predicted digit = 0, Confidence = 0.9792
Image 8942: Predicted digit = 0, Confidence = 0.9979
Image 8943: Predicted digit = 0, Confidence = 0.9537
Image 8944: Predicted digit = 0, Confidence = 0.9975
Image 8945: Predicted digit = 0, Confidence = 0.9748
Image 8946: Predicted digit = 0, Confidence = 1.0000
Image 8947: Predicted digit = 0, Confidence = 0.9909
Image 8948: Predicted digit = 0, Confidence = 1.0000
Image 8949: Predicted digit = 0, Confidence = 0.6161
Image 8950: Predicted digit = 0, Confidence = 0.9984
Image 8951: Predicted digit = 0, Confidence = 1.0000
Image 8952: Predicted digit = 0, Confidence = 0.9574
Image 8953: Predicted digit = 0, Confidence = 0.9531
Image 8954: Predicted digit = 0, Confidence = 0.9998
Image 8955: Predicted digit = 0, Confidence = 0.9811
Image 8956: Predicted digit = 0, Confidence = 1.0000
Image 8957: Predicted digit = 0, Confidence = 0.9973
Image 8958: Predicted digit = 0, Confidence = 1.0000
Image 8959: Predicted digit = 0, Confidence = 1.0000
Image 8960: Predicted digit = 0, Confidence = 0.9998
Image 8961: Predicted digit = 0, Confidence = 0.8314
Image 8962: Predicted digit = 0, Confidence = 1.0000
Image 8963: Predicted digit = 0, Confidence = 0.9999
Image 8964: Predicted digit = 0, Confidence = 0.9945
Image 8965: Predicted digit = 0, Confidence = 1.0000
Image 8966: Predicted digit = 0, Confidence = 1.0000
Image 8967: Predicted digit = 0, Confidence = 1.0000
Image 8968: Predicted digit = 0, Confidence = 0.9993
Image 8969: Predicted digit = 0, Confidence = 0.9967
Image 8970: Predicted digit = 0, Confidence = 0.9424
Image 8971: Predicted digit = 0, Confidence = 0.9979
Image 8972: Predicted digit = 0, Confidence = 0.9884
Image 8973: Predicted digit = 0, Confidence = 0.9924
Image 8974: Predicted digit = 0, Confidence = 1.0000
Image 8975: Predicted digit = 0, Confidence = 0.5769
Image 8976: Predicted digit = 0, Confidence = 0.9986
Image 8977: Predicted digit = 0, Confidence = 0.9979
Image 8978: Predicted digit = 0, Confidence = 0.9914
Image 8979: Predicted digit = 0, Confidence = 0.9892
Image 8980: Predicted digit = 0, Confidence = 0.9914
Image 8981: Predicted digit = 0, Confidence = 0.9553
Image 8982: Predicted digit = 0, Confidence = 1.0000
Image 8983: Predicted digit = 0, Confidence = 0.9999
Image 8984: Predicted digit = 0, Confidence = 1.0000
Image 8985: Predicted digit = 0, Confidence = 1.0000
Image 8986: Predicted digit = 0, Confidence = 0.9786
Image 8987: Predicted digit = 0, Confidence = 0.8121
Image 8988: Predicted digit = 0, Confidence = 0.9881
Image 8989: Predicted digit = 0, Confidence = 0.5402
Image 8990: Predicted digit = 0, Confidence = 0.9997
Image 8991: Predicted digit = 0, Confidence = 0.9997
Image 8992: Predicted digit = 0, Confidence = 0.9973
Image 8993: Predicted digit = 0, Confidence = 0.9988
Image 8994: Predicted digit = 0, Confidence = 0.6767
Image 8995: Predicted digit = 0, Confidence = 0.9961
Image 8996: Predicted digit = 0, Confidence = 0.9352
Image 8997: Predicted digit = 0, Confidence = 0.9986
Image 8998: Predicted digit = 0, Confidence = 0.9999
Image 8999: Predicted digit = 0, Confidence = 1.0000
Image 9000: Predicted digit = 0, Confidence = 1.0000
Image 9001: Predicted digit = 0, Confidence = 0.9989
Image 9002: Predicted digit = 0, Confidence = 0.9601
Image 9003: Predicted digit = 0, Confidence = 0.7247
Image 9004: Predicted digit = 0, Confidence = 1.0000
Image 9005: Predicted digit = 0, Confidence = 0.9403
Image 9006: Predicted digit = 0, Confidence = 0.7976
Image 9007: Predicted digit = 0, Confidence = 0.9668
Image 9008: Predicted digit = 0, Confidence = 0.9981
Image 9009: Predicted digit = 0, Confidence = 1.0000
Image 9010: Predicted digit = 0, Confidence = 0.8422
Image 9011: Predicted digit = 0, Confidence = 0.9787
Image 9012: Predicted digit = 0, Confidence = 0.9990
Image 9013: Predicted digit = 0, Confidence = 1.0000
Image 9014: Predicted digit = 0, Confidence = 0.9568
Image 9015: Predicted digit = 0, Confidence = 0.9991
Image 9016: Predicted digit = 0, Confidence = 1.0000
Image 9017: Predicted digit = 0, Confidence = 0.3356
Image 9018: Predicted digit = 0, Confidence = 0.9992
Image 9019: Predicted digit = 0, Confidence = 0.9997
Image 9020: Predicted digit = 0, Confidence = 0.9992
Image 9021: Predicted digit = 0, Confidence = 0.9998
Image 9022: Predicted digit = 0, Confidence = 0.9986
Image 9023: Predicted digit = 0, Confidence = 0.9921
Image 9024: Predicted digit = 0, Confidence = 0.9824
Image 9025: Predicted digit = 0, Confidence = 0.9679
Image 9026: Predicted digit = 0, Confidence = 0.9262
Image 9027: Predicted digit = 0, Confidence = 0.9996
Image 9028: Predicted digit = 0, Confidence = 0.4131
Image 9029: Predicted digit = 0, Confidence = 0.9999
Image 9030: Predicted digit = 0, Confidence = 0.9996
Image 9031: Predicted digit = 0, Confidence = 0.9668
Image 9032: Predicted digit = 0, Confidence = 0.8875
Image 9033: Predicted digit = 0, Confidence = 0.6632
Image 9034: Predicted digit = 0, Confidence = 0.9989
Image 9035: Predicted digit = 0, Confidence = 0.9913
Image 9036: Predicted digit = 0, Confidence = 0.9990
Image 9037: Predicted digit = 0, Confidence = 1.0000
Image 9038: Predicted digit = 0, Confidence = 1.0000
Image 9039: Predicted digit = 0, Confidence = 0.9926
Image 9040: Predicted digit = 0, Confidence = 0.9863
Image 9041: Predicted digit = 0, Confidence = 1.0000
Image 9042: Predicted digit = 0, Confidence = 0.9998
Image 9043: Predicted digit = 0, Confidence = 0.4582
Image 9044: Predicted digit = 0, Confidence = 0.9493
Image 9045: Predicted digit = 0, Confidence = 0.5122
Image 9046: Predicted digit = 0, Confidence = 0.4982
Image 9047: Predicted digit = 0, Confidence = 0.8114
Image 9048: Predicted digit = 0, Confidence = 1.0000
Image 9049: Predicted digit = 0, Confidence = 0.9900
Image 9050: Predicted digit = 0, Confidence = 0.9933
Image 9051: Predicted digit = 0, Confidence = 1.0000
Image 9052: Predicted digit = 0, Confidence = 1.0000
Image 9053: Predicted digit = 0, Confidence = 1.0000
Image 9054: Predicted digit = 0, Confidence = 0.9964
Image 9055: Predicted digit = 0, Confidence = 0.9997
Image 9056: Predicted digit = 0, Confidence = 1.0000
Image 9057: Predicted digit = 0, Confidence = 0.6464
Image 9058: Predicted digit = 0, Confidence = 1.0000
Image 9059: Predicted digit = 0, Confidence = 1.0000
Image 9060: Predicted digit = 0, Confidence = 1.0000
Image 9061: Predicted digit = 0, Confidence = 1.0000
Image 9062: Predicted digit = 0, Confidence = 1.0000
Image 9063: Predicted digit = 0, Confidence = 0.9998
Image 9064: Predicted digit = 0, Confidence = 0.8868
Image 9065: Predicted digit = 0, Confidence = 0.9979
Image 9066: Predicted digit = 0, Confidence = 0.9924
Image 9067: Predicted digit = 0, Confidence = 1.0000
Image 9068: Predicted digit = 0, Confidence = 0.9905
Image 9069: Predicted digit = 0, Confidence = 0.9998
Image 9070: Predicted digit = 0, Confidence = 0.9819
Image 9071: Predicted digit = 0, Confidence = 1.0000
Image 9072: Predicted digit = 0, Confidence = 0.9996
Image 9073: Predicted digit = 0, Confidence = 1.0000
Image 9074: Predicted digit = 0, Confidence = 0.9964
Image 9075: Predicted digit = 0, Confidence = 0.9116
Image 9076: Predicted digit = 0, Confidence = 1.0000
Image 9077: Predicted digit = 0, Confidence = 0.9999
Image 9078: Predicted digit = 0, Confidence = 1.0000
Image 9079: Predicted digit = 0, Confidence = 0.9908
Image 9080: Predicted digit = 0, Confidence = 1.0000
Image 9081: Predicted digit = 0, Confidence = 1.0000
Image 9082: Predicted digit = 0, Confidence = 0.9996
Image 9083: Predicted digit = 0, Confidence = 0.9999
Image 9084: Predicted digit = 0, Confidence = 0.9999
Image 9085: Predicted digit = 0, Confidence = 0.9847
Image 9086: Predicted digit = 0, Confidence = 1.0000
Image 9087: Predicted digit = 0, Confidence = 1.0000
Image 9088: Predicted digit = 0, Confidence = 1.0000
Image 9089: Predicted digit = 0, Confidence = 0.9999
Image 9090: Predicted digit = 0, Confidence = 1.0000
Image 9091: Predicted digit = 0, Confidence = 1.0000
Image 9092: Predicted digit = 0, Confidence = 0.9986
Image 9093: Predicted digit = 0, Confidence = 1.0000
Image 9094: Predicted digit = 0, Confidence = 1.0000
Image 9095: Predicted digit = 0, Confidence = 0.9997
Image 9096: Predicted digit = 0, Confidence = 1.0000
Image 9097: Predicted digit = 0, Confidence = 1.0000
Image 9098: Predicted digit = 0, Confidence = 1.0000
Image 9099: Predicted digit = 0, Confidence = 0.9970
Image 9100: Predicted digit = 0, Confidence = 1.0000
Image 9101: Predicted digit = 0, Confidence = 0.7682
Image 9102: Predicted digit = 0, Confidence = 0.9988
Image 9103: Predicted digit = 0, Confidence = 1.0000
Image 9104: Predicted digit = 0, Confidence = 1.0000
Image 9105: Predicted digit = 0, Confidence = 0.9999
Image 9106: Predicted digit = 0, Confidence = 0.8288
Image 9107: Predicted digit = 0, Confidence = 0.9994
Image 9108: Predicted digit = 0, Confidence = 1.0000
Image 9109: Predicted digit = 0, Confidence = 0.4931
Image 9110: Predicted digit = 0, Confidence = 1.0000
Image 9111: Predicted digit = 0, Confidence = 0.7875
Image 9112: Predicted digit = 0, Confidence = 1.0000
Image 9113: Predicted digit = 0, Confidence = 1.0000
Image 9114: Predicted digit = 0, Confidence = 0.9999
Image 9115: Predicted digit = 0, Confidence = 0.9998
Image 9116: Predicted digit = 0, Confidence = 0.9724
Image 9117: Predicted digit = 0, Confidence = 0.8850
Image 9118: Predicted digit = 0, Confidence = 0.9642
Image 9119: Predicted digit = 0, Confidence = 0.8912
Image 9120: Predicted digit = 0, Confidence = 0.9989
Image 9121: Predicted digit = 0, Confidence = 0.9969
Image 9122: Predicted digit = 0, Confidence = 1.0000
Image 9123: Predicted digit = 7, Confidence = 0.1450
Image 9124: Predicted digit = 0, Confidence = 1.0000
Image 9125: Predicted digit = 0, Confidence = 0.9989
Image 9126: Predicted digit = 0, Confidence = 1.0000
Image 9127: Predicted digit = 0, Confidence = 0.9997
Image 9128: Predicted digit = 0, Confidence = 1.0000
Image 9129: Predicted digit = 0, Confidence = 0.9852
Image 9130: Predicted digit = 0, Confidence = 1.0000
